Name,release_date,meta_score,user_review,Platform_3DS,Platform_DS,Platform_Dreamcast,Platform_Game Boy Advance,Platform_GameCube,Platform_Nintendo 64,Platform_PC,Platform_PSP,Platform_PlayStation,Platform_PlayStation 2,Platform_PlayStation 3,Platform_PlayStation 4,Platform_PlayStation Vita,Platform_Wii,Platform_Wii U,Platform_Xbox,Platform_Xbox 360,Platform_Xbox One
The Guided Fate Paradox,"November 5, 2013",74,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TrackMania: Build to Race,"March 24, 2011",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
WWE SmackDown vs. Raw 2011,"October 26, 2010",74,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Broken Sword: Shadow of the Templars - The Director's Cut,"March 24, 2009",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
World Series of Poker 2008: Battle for the Bracelets,"September 26, 2007",74,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ridge Racer 6,"November 17, 2005",74,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ultra Bust-A-Move,"November 4, 2004",74,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Classic NES Series: Castlevania,"October 25, 2004",74,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Manhunt,"April 20, 2004",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apex,"February 17, 2003",74,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kinectimals,"November 4, 2010",74,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Katamari Forever,"September 22, 2009",74,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sam & Max: Season One,"October 15, 2008",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Drone Tactics,"May 12, 2008",74,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WWE 2K14,"October 29, 2013",74,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Midway Arcade Treasures 2,"October 11, 2004",74,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Resident Evil: Revelations,"May 21, 2013",74,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
One Piece: Pirate Warriors 3,"August 25, 2015",74,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Guitar Hero: Warriors of Rock,"September 28, 2010",74,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Full Spectrum Warrior,"March 21, 2005",74,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
UFC Undisputed 2010,"September 7, 2010",74,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Jet Grind Radio,"June 26, 2003",74,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RollerCoaster Tycoon 2,"October 15, 2002",74,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Pirates: The Legend of Black Kat,"March 24, 2002",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Cossacks: European Wars,"April 14, 2001",74,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Dying Light,"January 27, 2015",74,8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
SingStar Queen,"August 4, 2009",74,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
F.E.A.R. 3,"June 21, 2011",74,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Power Stone Collection,"October 31, 2006",74,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Payday 2,"August 13, 2013",74,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ultimate Spider-Man,"September 22, 2005",74,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Devil May Cry HD Collection,"March 29, 2012",74,9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Naruto Shippuden: Ultimate Ninja Storm Generations,"March 13, 2012",74,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
F.E.A.R. 3,"June 21, 2011",74,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Wolfenstein,"August 18, 2009",74,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Lord of the Rings: The Third Age,"November 2, 2004",74,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Just Dance 2,"October 12, 2010",74,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Secret World,"July 3, 2012",74,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Army of Two: The 40th Day,"January 12, 2010",74,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sonic Chronicles: The Dark Brotherhood,"September 30, 2008",74,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,"February 16, 2010",74,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Bomberman Land Touch! 2,"January 29, 2008",74,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UEFA Euro 2004: Portugal,"May 4, 2004",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Shining Soul II,"April 20, 2004",74,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Romance of the Three Kingdoms IX,"February 24, 2004",74,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Armored Core 3,"September 5, 2002",74,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Way of the Samurai,"May 31, 2002",74,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Spider-Man 2: Enter: Electro,"October 19, 2001",74,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Naruto Shippuden: Ultimate Ninja Storm 2,"October 19, 2010",74,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Yumi's Odd Odyssey,"March 20, 2014",74,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Custom Robo Arena,"March 19, 2007",74,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shin Megami Tensei: Devil Summoner - Soul Hackers,"April 16, 2013",74,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mini Ninjas,"September 8, 2009",74,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Fight Night Round 3,"February 20, 2006",74,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Rocky,"November 17, 2002",74,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Fatal Frame,"March 4, 2002",74,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
de Blob 2,"February 22, 2011",74,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Madden NFL 06,"November 16, 2005",74,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Call of Duty: Black Ops II,"November 12, 2012",74,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Transformers: Devastation,"October 6, 2015",74,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Pro Evolution Soccer 2008,"March 11, 2008",74,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Midnight Club 3: DUB Edition,"June 27, 2005",74,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Mafia II,"August 24, 2010",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Star Ocean: First Departure,"October 21, 2008",74,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Sims 2: Bon Voyage,"September 4, 2007",74,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Red Dead Revolver,"May 3, 2004",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Midway Arcade Treasures,"November 24, 2003",74,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
GT Advance 3: Pro Concept Racing,"February 6, 2003",74,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MX 2002 Featuring Ricky Carmichael,"December 6, 2001",74,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dance Dance Revolution Disney Mix,"September 17, 2001",74,8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Syndicate,"February 21, 2012",74,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Taito Legends,"October 25, 2005",74,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Atelier Iris: Eternal Mana,"June 28, 2005",74,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Need for Speed Carbon,"October 31, 2006",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dying Light,"January 27, 2015",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Just Dance 4,"October 9, 2012",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
NHL 2K8,"September 10, 2007",74,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
SSX Blur,"February 27, 2007",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2014 FIFA World Cup Brazil,"April 15, 2014",74,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Dead or Alive 5,"September 25, 2012",74,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Tokyo Jungle,"September 25, 2012",74,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Mirror's Edge Catalyst,"June 7, 2016",74,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
SBK X: Superbike World Championship,"December 7, 2010",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Infected,"November 15, 2005",74,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Caesar IV,"September 26, 2006",74,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Darkwatch,"August 16, 2005",74,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Call of Duty: Finest Hour,"November 16, 2004",74,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Counter-Strike,"November 18, 2003",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Spyro: Season of Ice,"October 29, 2001",74,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hot Potato!,"July 1, 2001",74,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Castlevania: Curse of Darkness,"November 1, 2005",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Outlaw Golf 2,"October 21, 2004",74,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
PlayStation All-Stars Battle Royale,"November 20, 2012",74,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
PQ2: Practical Intelligence Quotient,"June 18, 2007",74,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Puzzle Quest 2,"June 22, 2010",74,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Culdcept Revolt,"October 3, 2017",74,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Summon Night 5,"December 15, 2015",74,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pro Evolution Soccer 2014,"November 12, 2013",74,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Dance Dance Revolution Universe,"February 27, 2007",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Pump It Up: Exceed,"August 29, 2005",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Guitar Hero: Smash Hits,"June 16, 2009",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Prince of Persia: The Forgotten Sands,"May 18, 2010",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
NFL Fever 2004,"August 27, 2003",74,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
All-Star Baseball 2004,"February 23, 2003",74,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Rocky,"November 17, 2002",74,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Phantom Crash,"November 4, 2002",74,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Robotech: Battlecry,"September 25, 2002",74,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mario Party 3,"May 6, 2001",74,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Army Men: Air Attack 2,"September 26, 2000",74,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Quake,"March 24, 1998",74,7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Bomberman,"September 12, 2006",73,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Kessen III,"February 22, 2005",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"What Did I Do to Deserve This, My Lord!? 2","April 29, 2010",73,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Call of Duty: Ghosts,"November 5, 2013",73,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Pursuit Force: Extreme Justice,"January 29, 2008",73,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Namco Museum Battle Collection,"August 23, 2005",73,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Yggdra Union: We'll Never Fight Alone,"September 16, 2008",73,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
NBA Live 08,"October 1, 2007",73,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Naruto: Ultimate Ninja 2,"June 12, 2007",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Sherlock Holmes: Crimes & Punishments,"September 30, 2014",73,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
New International Track & Field,"July 22, 2008",73,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FlatOut 2,"August 1, 2006",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Medal of Honor Heroes 2,"November 13, 2007",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Testament of Sherlock Holmes,"September 25, 2012",73,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Hammerin' Hero,"April 7, 2009",73,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Dead or Alive Xtreme Beach Volleyball,"January 22, 2003",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mini Ninjas,"September 8, 2009",73,8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
XIII,"November 24, 2003",73,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Your Shape: Fitness Evolved,"November 4, 2010",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Army of Two: The 40th Day,"January 12, 2010",73,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Killzone: Shadow Fall,"November 15, 2013",73,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Red Dead Revolver,"May 3, 2004",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Puchi Puchi Virus,"May 20, 2009",73,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
James Bond 007: Everything or Nothing,"November 17, 2003",73,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Voodoo Vince,"September 23, 2003",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Indiana Jones and the Emperor's Tomb,"February 24, 2003",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Urbz: Sims in the City,"November 9, 2004",73,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Luminous Arc 2,"November 18, 2008",73,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FlatOut 2,"August 1, 2006",73,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Just Cause,"September 27, 2006",73,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
The Sims 2: Castaway,"October 23, 2007",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Saboteur,"December 8, 2009",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
My Spanish Coach,"November 6, 2007",73,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sonic Mega Collection Plus,"November 2, 2004",73,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
FIFA Soccer 11,"October 4, 2010",73,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
LittleBigPlanet Karting,"November 6, 2012",73,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Medal of Honor: Airborne,"September 4, 2007",73,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Yoshi Touch & Go,"March 14, 2005",73,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NFL Street 2 Unleashed,"March 21, 2005",73,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Crash: Mind Over Mutant,"October 7, 2008",73,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
All-Pro Football 2K8,"July 16, 2007",73,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Mario Party 9,"March 11, 2012",73,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Project Spark,"March 4, 2014",73,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Tak 2: The Staff of Dreams,"October 11, 2004",73,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Just Dance 2016,"October 20, 2015",73,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pitfall: The Lost Expedition,"February 18, 2004",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pride FC: Fighting Championships,"February 11, 2003",73,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Rally Fusion: Race of Champions,"November 11, 2002",73,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Sled Storm,"March 11, 2002",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Formula One 2001,"September 24, 2001",73,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Gauntlet: Dark Legacy,"May 1, 2001",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
LEGO Pirates of the Caribbean: The Video Game,"May 10, 2011",73,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
RACE On,"October 5, 2009",73,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Guilty Gear Isuka,"November 2, 2004",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Pandora's Tower,"April 16, 2013",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Gun Showdown,"October 10, 2006",73,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
SingStar Queen,"August 4, 2009",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
The SpongeBob SquarePants Movie,"October 27, 2004",73,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
XIII,"November 18, 2003",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Viewtiful Joe: Double Trouble!,"November 18, 2005",73,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Urban Chaos: Riot Response,"June 13, 2006",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Naruto Shippuden: Ultimate Ninja Storm Revolution,"September 16, 2014",73,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sonic Heroes,"January 27, 2004",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ultimate Mortal Kombat,"November 12, 2007",73,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FIFA Soccer,"April 25, 2005",73,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Crash of the Titans,"October 25, 2007",73,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kirby and the Rainbow Curse,"February 20, 2015",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Prism: Light the Way,"October 17, 2007",73,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Sims 2,"October 24, 2005",73,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Dead to Rights,"August 19, 2002",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Buffy the Vampire Slayer: Chaos Bleeds,"August 27, 2003",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dead to Rights,"November 18, 2002",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Driver 2 Advance,"October 22, 2002",73,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NFL Blitz 20-03,"August 12, 2002",73,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Smash Court Tennis Pro Tournament,"March 20, 2002",73,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Lady Sia,"October 15, 2001",73,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Body Harvest,"September 30, 1998",73,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
LEGO Pirates of the Caribbean: The Video Game,"May 10, 2011",73,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Silent Hill: Shattered Memories,"January 19, 2010",73,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Battlestations: Midway,"January 30, 2007",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Cold Winter,"May 11, 2005",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Fantasy Life,"October 24, 2014",73,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Freedom Wars,"October 28, 2014",73,8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Kung Fu Panda: Legendary Warriors,"November 5, 2008",73,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Polarium,"April 18, 2005",73,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I-Ninja,"November 18, 2003",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Pump It Up: Exceed,"August 29, 2005",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Just Cause 3,"December 1, 2015",73,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
The Crew: Wild Run,"November 17, 2015",73,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,"May 19, 2009",73,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marvel: Ultimate Alliance 2,"September 15, 2009",73,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
LEGO Pirates of the Caribbean: The Video Game,"May 24, 2011",73,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Warhammer: Mark of Chaos,"November 14, 2006",73,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
MotoGP 14,"November 4, 2014",73,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Rayman Raving Rabbids: TV Party,"November 18, 2008",73,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Legend of Zelda: Tri Force Heroes,"October 23, 2015",73,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ceville,"February 27, 2009",73,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Dreamfall: The Longest Journey,"April 18, 2006",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Men of Valor,"October 19, 2004",73,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Animal Crossing: City Folk,"November 16, 2008",73,8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Lara Croft and the Temple of Osiris,"December 8, 2014",73,6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Arcana Heart 3,"April 19, 2011",73,7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Spider-Man: Shattered Dimensions,"September 7, 2010",73,8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DiRT 2,"September 8, 2009",73,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Star Wars Episode III: Revenge of the Sith,"May 4, 2005",73,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pitfall: The Lost Expedition,"February 18, 2004",73,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Defender,"October 22, 2002",73,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
BloodRayne,"October 15, 2002",73,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2002 FIFA World Cup,"April 22, 2002",73,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Blender Bros.,"April 15, 2002",73,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Duke Nukem 64,"October 31, 1997",73,7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Lords of the Fallen,"October 28, 2014",73,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Summon Night: Twin Age,"June 3, 2008",73,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Virtua Tennis 2009,"June 9, 2009",73,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The King of Fighters '98 Ultimate Match,"March 3, 2009",73,9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
